,syuzhetr_afinn,syuzhetr_afinn_rstd,syuzhetr_afinn_rzstd,syuzhetr_afinn_smalowess_rzstd
7939,0,0.0,-0.012946511079982062,-0.031004866672935533
7940,-2,-2.0,-1.1359318615849647,-0.031130809091218327
7941,0,0.0,-0.012946511079982062,-0.03125540168281775
7942,1,1.0,0.5485461641725092,-0.031378649170135706
7943,2,2.0,1.1100388394250005,-0.03150055657772873
7944,0,0.0,-0.012946511079982062,-0.03162112922176211
7945,0,0.0,-0.012946511079982062,-0.031740372699196405
7946,3,3.0,1.6715315146774918,-0.03185829288307384
7947,1,1.0,0.5485461641725092,-0.0319748959094064
7948,-2,-2.0,-1.1359318615849647,-0.032090188163366014
7949,1,1.0,0.5485461641725092,-0.032204176261445006
7950,0,0.0,-0.012946511079982062,-0.032316867046859044
7951,-1,-1.0,-0.5744391863324734,-0.03242826759566179
7952,-1,-1.0,-0.5744391863324734,-0.032538385201297405
7953,0,0.0,-0.012946511079982062,-0.03264722735598815
7954,2,2.0,1.1100388394250005,-0.03275480174582371
7955,0,0.0,-0.012946511079982062,-0.032861116252717676
7956,-1,-1.0,-0.5744391863324734,-0.032966178948109486
7957,0,0.0,-0.012946511079982062,-0.03306999806929742
7958,-5,-5.0,-2.8204098873424384,-0.03317258200983129
7959,3,3.0,1.6715315146774918,-0.033273939311577856
7960,1,1.0,0.5485461641725092,-0.033374078659045264
7961,0,0.0,-0.012946511079982062,-0.03347300888309675
7962,1,1.0,0.5485461641725092,-0.033570738924912503
7963,0,0.0,-0.012946511079982062,-0.033667277811675105
7964,0,0.0,-0.012946511079982062,-0.033762634641685364
7965,0,0.0,-0.012946511079982062,-0.033856818564095476
7966,0,0.0,-0.012946511079982062,-0.033949838766731896
7967,0,0.0,-0.012946511079982062,-0.03404170447270635
7968,-4,-4.0,-2.2589172120899472,-0.03413242493146577
7969,0,0.0,-0.012946511079982062,-0.034222009407572904
7970,0,0.0,-0.012946511079982062,-0.034310467175311124
7971,1,1.0,0.5485461641725092,-0.03439780752432198
7972,2,2.0,1.1100388394250005,-0.03448403974316444
7973,2,2.0,1.1100388394250005,-0.03456917310386822
7974,0,0.0,-0.012946511079982062,-0.034653216841137126
7975,0,0.0,-0.012946511079982062,-0.034736180130648296
7976,0,0.0,-0.012946511079982062,-0.03481807207519003
7977,0,0.0,-0.012946511079982062,-0.034898901699880545
7978,0,0.0,-0.012946511079982062,-0.03497867795359054
7979,-1,-1.0,-0.5744391863324734,-0.03505740970319342
7980,-6,-6.0,-3.3819025625949295,-0.03513510572794331
7981,1,1.0,0.5485461641725092,-0.03521177471640175
7982,0,0.0,-0.012946511079982062,-0.035287425271593266
7983,0,0.0,-0.012946511079982062,-0.03536206593210018
7984,0,0.0,-0.012946511079982062,-0.03543570516799751
7985,4,4.0,2.233024189929983,-0.03550835137601971
7986,0,0.0,-0.012946511079982062,-0.035580012881415754
7987,0,0.0,-0.012946511079982062,-0.03565069792863713
7988,-4,-4.0,-2.2589172120899472,-0.035720414657114154
7989,-3,-3.0,-1.697424536837456,-0.03578917109228604
7990,-3,-3.0,-1.697424536837456,-0.03585697514381466
7991,0,0.0,-0.012946511079982062,-0.03592383461067221
7992,-1,-1.0,-0.5744391863324734,-0.03598975718679374
7993,0,0.0,-0.012946511079982062,-0.03605475046890129
7994,0,0.0,-0.012946511079982062,-0.03611882195728315
7995,0,0.0,-0.012946511079982062,-0.036181979055526094
7996,0,0.0,-0.012946511079982062,-0.036244229069934346
7997,0,0.0,-0.012946511079982062,-0.03630557920869594
7998,0,0.0,-0.012946511079982062,-0.036366036579074536
7999,0,0.0,-0.012946511079982062,-0.0364256081854501
8000,2,2.0,1.1100388394250005,-0.036484300929444595
8001,-1,-1.0,-0.5744391863324734,-0.036542121609327766
8002,-3,-3.0,-1.697424536837456,-0.03659907691963636
8003,1,1.0,0.5485461641725092,-0.0366551734503418
8004,-2,-2.0,-1.1359318615849647,-0.036710417691390294
8005,0,0.0,-0.012946511079982062,-0.0367648160388106
8006,0,0.0,-0.012946511079982062,-0.03681837479570152
8007,4,4.0,2.233024189929983,-0.03687110017492084
8008,0,0.0,-0.012946511079982062,-0.03692299830177773
8009,0,0.0,-0.012946511079982062,-0.03697407522014961
8010,0,0.0,-0.012946511079982062,-0.03702433688868781
8011,-1,-1.0,-0.5744391863324734,-0.03707378918169124
8012,-1,-1.0,-0.5744391863324734,-0.03712243789322204
8013,0,0.0,-0.012946511079982062,-0.03717028873859288
8014,1,1.0,0.5485461641725092,-0.03721734735760317
8015,-1,-1.0,-0.5744391863324734,-0.037263619322803
8016,1,1.0,0.5485461641725092,-0.03730911015051292
8017,-1,-1.0,-0.5744391863324734,-0.03735382530038419
8018,0,0.0,-0.012946511079982062,-0.03739777018307899
8019,0,0.0,-0.012946511079982062,-0.03744095016285535
8020,0,0.0,-0.012946511079982062,-0.03748337055946043
8021,0,0.0,-0.012946511079982062,-0.03752503664678931
8022,1,1.0,0.5485461641725092,-0.037565953651079835
8023,0,0.0,-0.012946511079982062,-0.03760612675020217
8024,1,1.0,0.5485461641725092,-0.03764556107589519
8025,0,0.0,-0.012946511079982062,-0.03768426170973218
8026,0,0.0,-0.012946511079982062,-0.03772223368072113
8027,0,0.0,-0.012946511079982062,-0.037759481961654975
8028,3,3.0,1.6715315146774918,-0.037796011468805055
8029,0,0.0,-0.012946511079982062,-0.037831827062216446
8030,-2,-2.0,-1.1359318615849647,-0.03786693354490597
8031,0,0.0,-0.012946511079982062,-0.03790133565941464
8032,2,2.0,1.1100388394250005,-0.03793503808867108
8033,0,0.0,-0.012946511079982062,-0.03796804545870939
8034,0,0.0,-0.012946511079982062,-0.03800036233816818
8035,0,0.0,-0.012946511079982062,-0.0380319932384059
8036,0,0.0,-0.012946511079982062,-0.03806294261539874
