"","x","y"
"196","altruistically",1
"197","amaze",1
"198","amazed",1
"199","amazement",1
"200","amazes",1
"201","amazing",1
"202","amazingly",1
"203","ambiguity",-1
"204","ambiguous",-1
"205","ambitious",1
"206","ambitiously",1
"207","ambivalence",-1
"208","ambivalent",-1
"209","ambush",-1
"210","ameliorate",1
"211","amenable",1
"212","amenity",1
"213","amiability",1
"214","amiabily",1
"215","amiable",1
"216","amicability",1
"217","amicable",1
"218","amicably",1
"219","amiss",-1
"220","amity",1
"221","ample",1
"222","amply",1
"223","amputate",-1
"224","amuse",1
"225","amusing",1
"226","amusingly",1
"227","anarchism",-1
"228","anarchist",-1
"229","anarchistic",-1
"230","anarchy",-1
"231","anemic",-1
"232","angel",1
"233","angelic",1
"234","anger",-1
"235","angrily",-1
"236","angriness",-1
"237","angry",-1
"238","anguish",-1
"239","animosity",-1
"240","annihilate",-1
"241","annihilation",-1
"242","annoy",-1
"243","annoyance",-1
"244","annoyances",-1
"245","annoyed",-1
"246","annoying",-1
"247","annoyingly",-1
"248","annoys",-1
"249","anomalous",-1
"250","anomaly",-1
"251","antagonism",-1
"252","antagonist",-1
"253","antagonistic",-1
"254","antagonize",-1
"255","anti",-1
"256","anti american",-1
"257","anti israeli",-1
"258","anti occupation",-1
"259","anti proliferation",-1
"260","anti semites",-1
"261","anti social",-1
"262","anti us",-1
"263","anti white",-1
"264","antipathy",-1
"265","antiquated",-1
"266","antithetical",-1
"267","anxieties",-1
"268","anxiety",-1
"269","anxious",-1
"270","anxiously",-1
"271","anxiousness",-1
"272","apathetic",-1
"273","apathetically",-1
"274","apathy",-1
"275","apocalypse",-1
"276","apocalyptic",-1
"277","apologist",-1
"278","apologists",-1
"279","apotheosis",1
"280","appal",-1
"281","appall",-1
"282","appalled",-1
"283","appalling",-1
"284","appallingly",-1
"285","appeal",1
"286","appealing",1
"287","applaud",1
"288","appreciable",1
"289","appreciate",1
"290","appreciated",1
"291","appreciates",1
"292","appreciative",1
"293","appreciatively",1
"294","apprehension",-1
"295","apprehensions",-1
"296","apprehensive",-1
"297","apprehensively",-1
"298","approachable",1
"299","appropriate",1
"300","approval",1
"301","approve",1
"302","arbitrary",-1
"303","arcane",-1
"304","archaic",-1
"305","ardent",1
"306","ardently",1
"307","ardor",1
"308","arduous",-1
"309","arduously",-1
"310","argumentative",-1
"311","arrogance",-1
"312","arrogant",-1
"313","arrogantly",-1
"314","articulate",1
"315","ashamed",-1
"316","asinine",-1
"317","asininely",-1
"318","asinininity",-1
"319","askance",-1
"320","asperse",-1
"321","aspersion",-1
"322","aspersions",-1
"323","aspiration",1
"324","aspirations",1
"325","aspire",1
"326","assail",-1
"327","assassin",-1
"328","assassinate",-1
"329","assault",-1
"330","assclown",-1
"331","asshat",-1
"332","asshole",-1
"333","assholes",-1
"334","assult",-1
"335","assurance",1
"336","assurances",1
"337","assure",1
"338","assuredly",1
"339","assuring",1
"340","astonish",1
"341","astonished",1
"342","astonishing",1
"343","astonishingly",1
"344","astonishment",1
"345","astound",1
"346","astounded",1
"347","astounding",1
"348","astoundingly",1
"349","astray",-1
"350","astutely",1
"351","asunder",-1
"352","atrocious",-1
"353","atrocities",-1
"354","atrocity",-1
"355","atrophy",-1
"356","attack",-1
"357","attacks",-1
"358","attentive",1
"359","attraction",1
"360","attractive",1
"361","attractively",1
"362","attune",1
"363","audacious",-1
"364","audaciously",-1
"365","audaciousness",-1
"366","audacity",-1
"367","audible",1
"368","audibly",1
"369","audiciously",-1
"370","auspicious",1
"371","austere",-1
"372","authentic",1
"373","authoritarian",-1
"374","authoritative",1
"375","autocrat",-1
"376","autocratic",-1
"377","autonomous",1
"378","available",1
"379","avalanche",-1
"380","avarice",-1
"381","avaricious",-1
"382","avariciously",-1
"383","avenge",-1
"384","aver",1
"385","averse",-1
"386","aversion",-1
"387","avid",1
"388","avidly",1
"389","award",1
"390","awarded",1
"391","awards",1
"392","awe",1
"393","awed",1
"394","aweful",-1
"395","awesome",1
"396","awesomely",1
"397","awesomeness",1
"398","awestruck",1
"399","awful",-1
"400","awfully",-1
"401","awfulness",-1
"402","awkward",-1
"403","awkwardness",-1
"404","awsome",1
"405","ax",-1
"406","babble",-1
"407","back logged",-1
"408","back wood",-1
"409","back woods",-1
"410","backache",-1
"411","backaches",-1
"412","backaching",-1
"413","backbite",-1
"414","backbiting",-1
"415","backbone",1
"416","backward",-1
"417","backwardness",-1
"418","backwood",-1
"419","backwoods",-1
"420","bad",-1
"421","badly",-1
"422","baffle",-1
"423","baffled",-1
"424","bafflement",-1
"425","baffling",-1
"426","bait",-1
"427","balanced",1
"428","balk",-1
"429","banal",-1
"430","banalize",-1
"431","bane",-1
"432","banish",-1
"433","banishment",-1
"434","bankrupt",-1
"435","barbarian",-1
"436","barbaric",-1
"437","barbarically",-1
"438","barbarity",-1
"439","barbarous",-1
"440","barbarously",-1
"441","bargain",1
"442","barren",-1
"443","baseless",-1
"444","bash",-1
"445","bashed",-1
"446","bashful",-1
"447","bashing",-1
"448","bastard",-1
"449","bastards",-1
"450","battered",-1
"451","battering",-1
"452","batty",-1
"453","bearish",-1
"454","beastly",-1
"455","beauteous",1
"456","beautiful",1
"457","beautifullly",1
"458","beautifully",1
"459","beautify",1
"460","beauty",1
"461","beckon",1
"462","beckoned",1
"463","beckoning",1
"464","beckons",1
"465","bedlam",-1
"466","bedlamite",-1
"467","befoul",-1
"468","beg",-1
"469","beggar",-1
"470","beggarly",-1
"471","begging",-1
"472","beguile",-1
"473","belabor",-1
"474","belated",-1
"475","beleaguer",-1
"476","belie",-1
"477","believable",1
"478","believeable",1
"479","belittle",-1
"480","belittled",-1
"481","belittling",-1
"482","bellicose",-1
"483","belligerence",-1
"484","belligerent",-1
"485","belligerently",-1
"486","beloved",1
"487","below average",-1
"488","bemoan",-1
"489","bemoaning",-1
"490","bemused",-1
"491","benefactor",1
"492","beneficent",1
"493","beneficial",1
"494","beneficially",1
"495","beneficiary",1
"496","benefit",1
"497","benefits",1
"498","benevolence",1
"499","benevolent",1
"500","benifits",1
"501","bent",-1
"502","berate",-1
"503","bereave",-1
"504","bereavement",-1
"505","bereft",-1
"506","berserk",-1
"507","beseech",-1
"508","beset",-1
"509","besiege",-1
"510","besmirch",-1
"511","best",1
"512","best known",1
"513","best performing",1
"514","best selling",1
"515","bestial",-1
"516","betray",-1
"517","betrayal",-1
"518","betrayals",-1
"519","betrayer",-1
"520","betraying",-1
"521","betrays",-1
"522","better",1
"523","better known",1
"524","better than expected",1
"525","beutifully",1
"526","bewail",-1
"527","beware",-1
"528","bewilder",-1
"529","bewildered",-1
"530","bewildering",-1
"531","bewilderingly",-1
"532","bewilderment",-1
"533","bewitch",-1
"534","bias",-1
"535","biased",-1
"536","biases",-1
"537","bicker",-1
"538","bickering",-1
"539","bid rigging",-1
"540","bigotries",-1
"541","bigotry",-1
"542","binge",-1
"543","bit like",0
"544","bitch",-1
"545","bitchy",-1
"546","biting",-1
"547","bitingly",-1
"548","bitter",-1
"549","bitterly",-1
"550","bitterness",-1
"551","bizarre",-1
"552","blab",-1
"553","blabber",-1
"554","blackmail",-1
"555","blah",-1
"556","blame",-1
"557","blameless",1
"558","blameworthy",-1
"559","bland",-1
"560","blandish",-1
"561","blaspheme",-1
"562","blasphemous",-1
"563","blasphemy",-1
"564","blasted",-1
"565","blatant",-1
"566","blatantly",-1
"567","blather",-1
"568","bleak",-1
"569","bleakly",-1
"570","bleakness",-1
"571","bleed",-1
"572","bleeding",-1
"573","bleeds",-1
"574","blemish",-1
"575","bless",1
"576","blessing",1
"577","blind",-1
"578","blinding",-1
"579","blindingly",-1
"580","blindside",-1
"581","bliss",1
"582","blissful",1
"583","blissfully",1
"584","blister",-1
"585","blistering",-1
"586","blithe",1
"587","bloated",-1
"588","blockage",-1
"589","blockbuster",1
"590","blockhead",-1
"591","bloodshed",-1
"592","bloodthirsty",-1
"593","bloody",-1
"594","bloom",1
"595","blossom",1
"596","blotchy",-1
"597","blow",-1
"598","blunder",-1
"599","blundering",-1
"600","blunders",-1
"601","blunt",-1
"602","bluntness",-1
"603","blur",-1
"604","bluring",-1
"605","blurred",-1
"606","blurring",-1
"607","blurry",-1
"608","blurs",-1
"609","blurt",-1
"610","boastful",-1
"611","boggle",-1
"612","bogus",-1
"613","boil",-1
"614","boiling",-1
"615","boisterous",-1
"616","bolster",1
"617","bomb",-1
"618","bombard",-1
"619","bombardment",-1
"620","bombastic",-1
"621","bondage",-1
"622","bonkers",-1
"623","bonny",1
"624","bonus",1
"625","bonuses",1
"626","boom",1
"627","booming",1
"628","boost",1
"629","bore",-1
"630","bored",-1
"631","boredom",-1
"632","bores",-1
"633","boring",-1
"634","botch",-1
"635","bother",-1
"636","bothered",-1
"637","bothering",-1
"638","bothers",-1
"639","bothersome",-1
"640","boundless",1
"641","bountiful",1
"642","bowdlerize",-1
"643","boycott",-1
"644","braggart",-1
"645","bragger",-1
"646","brainiest",1
"647","brainless",-1
"648","brainwash",-1
"649","brainy",1
"650","brand new",1
"651","brash",-1
"652","brashly",-1
"653","brashness",-1
"654","brat",-1
"655","bravado",-1
"656","brave",1
"657","bravery",1
"658","bravo",1
"659","brazen",-1
"660","brazenly",-1
"661","brazenness",-1
"662","breach",-1
"663","break",-1
"664","break up",-1
"665","break ups",-1
"666","breakdown",-1
"667","breaking",-1
"668","breaks",-1
"669","breakthrough",1
"670","breakthroughs",1
"671","breakup",-1
"672","breakups",-1
"673","breathlessness",1
"674","breathtaking",1
"675","breathtakingly",1
"676","breeze",1
"677","bribery",-1
"678","bright",1
"679","brighten",1
"680","brighter",1
"681","brightest",1
"682","brilliance",1
"683","brilliances",1
"684","brilliant",1
"685","brilliantly",1
"686","brimstone",-1
"687","brisk",1
"688","bristle",-1
"689","brittle",-1
"690","broke",-1
"691","broken",-1
"692","broken hearted",-1
"693","brood",-1
"694","brotherly",1
"695","browbeat",-1
"696","bruise",-1
"697","bruised",-1
"698","bruises",-1
"699","bruising",-1
"700","brusque",-1
"701","brutal",-1
"702","brutalising",-1
"703","brutalities",-1
"704","brutality",-1
"705","brutalize",-1
"706","brutalizing",-1
"707","brutally",-1
"708","brute",-1
"709","brutish",-1
"710","bs",-1
"711","buckle",-1
"712","bug",-1
"713","bugging",-1
"714","buggy",-1
"715","bugs",-1
"716","bulkier",-1
"717","bulkiness",-1
"718","bulky",-1
"719","bulkyness",-1
"720","bull",-1
"721","bullies",-1
"722","bullish",1
"723","bullshit",-1
"724","bullshyt",-1
"725","bully",-1
"726","bullying",-1
"727","bullyingly",-1
"728","bum",-1
"729","bump",-1
"730","bumped",-1
"731","bumping",-1
"732","bumpping",-1
"733","bumps",-1
"734","bumpy",-1
"735","bungle",-1
"736","bungler",-1
"737","bungling",-1
"738","bunk",-1
"739","buoyant",1
"740","burden",-1
"741","burdensome",-1
"742","burdensomely",-1
"743","burn",-1
"744","burned",-1
"745","burning",-1
"746","burns",-1
"747","bust",-1
"748","busts",-1
"749","busy work",-1
"750","busybody",-1
"751","butcher",-1
"752","butchery",-1
"753","buzzing",-1
"754","byzantine",-1
"755","cackle",-1
"756","cajole",1
"757","calamities",-1
"758","calamitous",-1
"759","calamitously",-1
"760","calamity",-1
"761","callous",-1
"762","calm",1
"763","calming",1
"764","calmness",1
"765","calumniate",-1
"766","calumniation",-1
"767","calumnies",-1
"768","calumnious",-1
"769","calumniously",-1
"770","calumny",-1
"771","cancer",-1
"772","cancerous",-1
"773","cannibal",-1
"774","cannibalize",-1
"775","capability",1
"776","capable",1
"777","capably",1
"778","capitulate",-1
"779","capricious",-1
"780","capriciously",-1
"781","capriciousness",-1
"782","capsize",-1
"783","captivate",1
"784","captivating",1
"785","carefree",1
"786","careless",-1
"787","carelessness",-1
"788","cares",1
"789","caricature",-1
"790","carnage",-1
"791","carp",-1
"792","cartoonish",-1
"793","cash strapped",-1
"794","cashback",1
"795","cashbacks",1
"796","castigate",-1
"797","castrated",-1
"798","casualty",-1
"799","cataclysm",-1
"800","cataclysmal",-1
"801","cataclysmic",-1
"802","cataclysmically",-1
"803","catastrophe",-1
"804","catastrophes",-1
"805","catastrophic",-1
"806","catastrophically",-1
"807","catastrophies",-1
"808","catchy",1
"809","caustic",-1
"810","caustically",-1
"811","cautionary",-1
"812","cave",-1
"813","celebrate",1
"814","celebrated",1
"815","celebration",1
"816","celebratory",1
"817","censure",-1
"818","chafe",-1
"819","chaff",-1
"820","chagrin",-1
"821","challenging",-1
"822","champ",1
"823","champion",1
"824","chaos",-1
"825","chaotic",-1
"826","charisma",1
"827","charismatic",1
"828","charitable",1
"829","charm",1
"830","charming",1
"831","charmingly",1
"832","chaste",1
"833","chasten",-1
"834","chastise",-1
"835","chastisement",-1
"836","chatter",-1
"837","chatterbox",-1
"838","cheap",-1
"839","cheapen",-1
"840","cheaper",1
"841","cheapest",1
"842","cheaply",-1
"843","cheat",-1
"844","cheated",-1
"845","cheater",-1
"846","cheating",-1
"847","cheats",-1
"848","checkered",-1
"849","cheer",1
"850","cheerful",1
"851","cheerless",-1
"852","cheery",1
"853","cheesy",-1
"854","cherish",1
"855","cherished",1
"856","cherub",1
"857","chic",1
"858","chide",-1
"859","childish",-1
"860","chill",-1
"861","chilly",-1
"862","chintzy",-1
"863","chivalrous",1
"864","chivalry",1
"865","choke",-1
"866","choleric",-1
"867","choppy",-1
"868","chore",-1
"869","chronic",-1
"870","chunky",-1
"871","civility",1
"872","civilize",1
"873","clamor",-1
"874","clamorous",-1
"875","clarity",1
"876","clash",-1
"877","classic",1
"878","classy",1
"879","clean",1
"880","cleaner",1
"881","cleanest",1
"882","cleanliness",1
"883","cleanly",1
"884","clear",1
"885","clear cut",1
"886","cleared",1
"887","clearer",1
"888","clearly",1
"889","clears",1
"890","clever",1
"891","cleverly",1
"892","cliche",-1
"893","cliched",-1
"894","clique",-1
"895","clog",-1
"896","clogged",-1
"897","clogs",-1
"898","cloud",-1
"899","clouding",-1
"900","cloudy",-1
"901","clueless",-1
"902","clumsy",-1
"903","clunky",-1
"904","coarse",-1
"905","cocky",-1
"906","coerce",-1
"907","coercion",-1
"908","coercive",-1
"909","cohere",1
"910","coherence",1
"911","coherent",1
"912","cohesive",1
"913","cold",-1
"914","coldly",-1
"915","collapse",-1
"916","collude",-1
"917","collusion",-1
"918","colorful",1
"919","combative",-1
"920","combust",-1
"921","comely",1
"922","comfort",1
"923","comfortable",1
"924","comfortably",1
"925","comforting",1
"926","comfy",1
"927","comical",-1
"928","commend",1
"929","commendable",1
"930","commendably",1
"931","commiserate",-1
"932","commitment",1
"933","commodious",1
"934","commonplace",-1
"935","commotion",-1
"936","commotions",-1
"937","compact",1
"938","compactly",1
"939","compassion",1
"940","compassionate",1
"941","compatible",1
"942","competitive",1
"943","complacent",-1
"944","complain",-1
"945","complained",-1
"946","complaining",-1
"947","complains",-1
"948","complaint",-1
"949","complaints",-1
"950","complement",1
"951","complementary",1
"952","complemented",1
"953","complements",1
"954","complex",-1
"955","compliant",1
"956","complicated",-1
"957","complication",-1
"958","complicit",-1
"959","compliment",1
"960","complimentary",1
"961","comprehensive",1
"962","compulsion",-1
"963","compulsive",-1
"964","con",-1
"965","concede",-1
"966","conceded",-1
"967","conceit",-1
"968","conceited",-1
"969","concen",-1
"970","concens",-1
"971","concern",-1
"972","concerned",-1
"973","concerns",-1
"974","concession",-1
"975","concessions",-1
"976","conciliate",1
"977","conciliatory",1
"978","concise",1
"979","condemn",-1
"980","condemnable",-1
"981","condemnation",-1
"982","condemned",-1
"983","condemns",-1
"984","condescend",-1
"985","condescending",-1
"986","condescendingly",-1
"987","condescension",-1
"988","confess",-1
"989","confession",-1
"990","confessions",-1
"991","confidence",1
"992","confident",1
"993","confined",-1
"994","conflict",-1
"995","conflicted",-1
"996","conflicting",-1
"997","conflicts",-1
"998","confound",-1
"999","confounded",-1
"1000","confounding",-1
"1001","confront",-1
"1002","confrontation",-1
"1003","confrontational",-1
"1004","confuse",-1
"1005","confused",-1
"1006","confuses",-1
"1007","confusing",-1
"1008","confusion",-1
"1009","confusions",-1
"1010","congenial",1
"1011","congested",-1
"1012","congestion",-1
"1013","congratulate",1
"1014","congratulation",1
"1015","congratulations",1
"1016","congratulatory",1
"1017","cons",-1
"1018","conscientious",1
"1019","conscons",-1
"1020","conservative",-1
"1021","considerate",1
"1022","consistent",1
"1023","consistently",1
"1024","conspicuous",-1
"1025","conspicuously",-1
"1026","conspiracies",-1
"1027","conspiracy",-1
"1028","conspirator",-1
"1029","conspiratorial",-1
"1030","conspire",-1
"1031","consternation",-1
"1032","constructive",1
"1033","consummate",1
"1034","contagious",-1
"1035","contaminate",-1
"1036","contaminated",-1
"1037","contaminates",-1
"1038","contaminating",-1
"1039","contamination",-1
"1040","contempt",-1
"1041","contemptible",-1
"1042","contemptuous",-1
"1043","contemptuously",-1
"1044","contend",-1
"1045","contention",-1
"1046","contentious",-1
"1047","contentment",1
"1048","continuity",1
"1049","contort",-1
"1050","contortions",-1
"1051","contradict",-1
"1052","contradicted",-1
"1053","contradiction",-1
"1054","contradictory",-1
"1055","contrariness",-1
"1056","contrasty",1
"1057","contravene",-1
"1058","contribution",1
"1059","contrive",-1
"1060","contrived",-1
"1061","controversial",-1
"1062","controversy",-1
"1063","convenience",1
"1064","convenient",1
"1065","conveniently",1
"1066","convience",1
"1067","convienient",1
"1068","convient",1
"1069","convincing",1
"1070","convincingly",1
"1071","convoluted",-1
"1072","cool",1
"1073","coolest",1
"1074","cooperative",1
"1075","cooperatively",1
"1076","cornerstone",1
"1077","correct",1
"1078","correctly",1
"1079","corrode",-1
"1080","corrosion",-1
"1081","corrosions",-1
"1082","corrosive",-1
"1083","corrupt",-1
"1084","corrupted",-1
"1085","corrupting",-1
"1086","corruption",-1
"1087","corrupts",-1
"1088","corruptted",-1
"1089","cost effective",1
"1090","cost saving",1
"1091","costlier",-1
"1092","costly",-1
"1093","could have",-1.05
"1094","counter attack",1
"1095","counter attacks",1
"1096","counter productive",-1
"1097","counterproductive",-1
"1098","coupists",-1
"1099","courage",1
"1100","courageous",1
"1101","courageously",1
"1102","courageousness",1
"1103","courteous",1
"1104","courtly",1
"1105","covenant",1
"1106","covetous",-1
"1107","coward",-1
"1108","cowardly",-1
"1109","cozy",1
"1110","crabby",-1
"1111","crack",-1
"1112","cracked",-1
"1113","cracks",-1
"1114","craftily",-1
"1115","craftly",-1
"1116","crafty",-1
"1117","cramp",-1
"1118","cramped",-1
"1119","cramping",-1
"1120","cranky",-1
"1121","crap",-1
"1122","crappy",-1
"1123","craps",-1
"1124","crash",-1
"1125","crashed",-1
"1126","crashes",-1
"1127","crashing",-1
"1128","crass",-1
"1129","craven",-1
"1130","cravenly",-1
"1131","craze",-1
"1132","crazily",-1
"1133","craziness",-1
"1134","crazy",-1
"1135","creak",-1
"1136","creaking",-1
"1137","creaks",-1
"1138","creative",1
"1139","credence",1
"1140","credible",1
"1141","credulous",-1
"1142","creep",-1
"1143","creeping",-1
"1144","creeps",-1
"1145","creepy",-1
"1146","crept",-1
"1147","crime",-1
"1148","criminal",-1
"1149","cringe",-1
"1150","cringed",-1
"1151","cringes",-1
"1152","cripple",-1
"1153","crippled",-1
"1154","cripples",-1
"1155","crippling",-1
"1156","crisis",-1
"1157","crisp",1
"1158","crisper",1
"1159","critic",-1
"1160","critical",-1
"1161","criticism",-1
"1162","criticisms",-1
"1163","criticize",-1
"1164","criticized",-1
"1165","criticizing",-1
"1166","critics",-1
"1167","cronyism",-1
"1168","crook",-1
"1169","crooked",-1
"1170","crooks",-1
"1171","crowded",-1
"1172","crowdedness",-1
"1173","crude",-1
"1174","cruel",-1
"1175","crueler",-1
"1176","cruelest",-1
"1177","cruelly",-1
"1178","cruelness",-1
"1179","cruelties",-1
"1180","cruelty",-1
"1181","crumble",-1
"1182","crumbling",-1
"1183","crummy",-1
"1184","crumple",-1
"1185","crumpled",-1
"1186","crumples",-1
"1187","crush",-1
"1188","crushed",-1
"1189","crushing",-1
"1190","cry",-1
"1191","culpable",-1
"1192","culprit",-1
"1193","cumbersome",-1
"1194","cunt",-1
"1195","cunts",-1
"1196","cuplrit",-1
"1197","cure",1
"1198","cure all",1
"1199","curse",-1
"1200","cursed",-1
"1201","curses",-1
"1202","curt",-1
"1203","cushy",1
"1204","cuss",-1
"1205","cussed",-1
"1206","cute",1
"1207","cuteness",1
"1208","cutthroat",-1
"1209","cynical",-1
"1210","cynicism",-1
"1211","damage",-1
"1212","damaged",-1
"1213","damages",-1
"1214","damaging",-1
"1215","damn",-1
"1216","damnable",-1
"1217","damnably",-1
"1218","damnation",-1
"1219","damned",-1
"1220","damning",-1
"1221","damper",-1
"1222","danger",-1
"1223","dangerous",-1
"1224","dangerousness",-1
"1225","danke",1
"1226","danken",1
"1227","daring",1
"1228","daringly",1
"1229","dark",-1
"1230","darken",-1
"1231","darkened",-1
"1232","darker",-1
"1233","darkness",-1
"1234","darling",1
"1235","dashing",1
"1236","dastard",-1
"1237","dastardly",-1
"1238","daunt",-1
"1239","daunting",-1
"1240","dauntingly",-1
"1241","dauntless",1
"1242","dawdle",-1
"1243","dawn",1
"1244","daze",-1
"1245","dazed",-1
"1246","dazzle",1
"1247","dazzled",1
"1248","dazzling",1
"1249","dead",-1
"1250","dead cheap",1
"1251","dead on",1
"1252","deadbeat",-1
"1253","deadlock",-1
"1254","deadly",-1
"1255","deadweight",-1
"1256","deaf",-1
"1257","dearth",-1
"1258","death",-1
"1259","debacle",-1
"1260","debase",-1
"1261","debasement",-1
"1262","debaser",-1
"1263","debatable",-1
"1264","debauch",-1
"1265","debaucher",-1
"1266","debauchery",-1
"1267","debilitate",-1
"1268","debilitating",-1
"1269","debility",-1
"1270","debt",-1
"1271","debts",-1
"1272","decadence",-1
"1273","decadent",-1
"1274","decay",-1
"1275","decayed",-1
"1276","deceit",-1
"1277","deceitful",-1
"1278","deceitfully",-1
"1279","deceitfulness",-1
"1280","deceive",-1
"1281","deceiver",-1
"1282","deceivers",-1
"1283","deceiving",-1
"1284","decency",1
"1285","decent",1
"1286","deception",-1
"1287","deceptive",-1
"1288","deceptively",-1
"1289","decisive",1
"1290","decisiveness",1
"1291","declaim",-1
"1292","decline",-1
"1293","declines",-1
"1294","declining",-1
"1295","decrement",-1
"1296","decrepit",-1
"1297","decrepitude",-1
"1298","decry",-1
"1299","dedicated",1
"1300","defamation",-1
"1301","defamations",-1
"1302","defamatory",-1
"1303","defame",-1
"1304","defeat",1
"1305","defeated",1
"1306","defeating",1
"1307","defeats",1
"1308","defect",-1
"1309","defective",-1
"1310","defects",-1
"1311","defender",1
"1312","defensive",-1
"1313","deference",1
"1314","defiance",-1
"1315","defiant",-1
"1316","defiantly",-1
"1317","deficiencies",-1
"1318","deficiency",-1
"1319","deficient",-1
"1320","defile",-1
"1321","defiler",-1
"1322","deform",-1
"1323","deformed",-1
"1324","defrauding",-1
"1325","deft",1
"1326","defunct",-1
"1327","defy",-1
"1328","degenerate",-1
"1329","degenerately",-1
"1330","degeneration",-1
"1331","deginified",1
"1332","degradation",-1
"1333","degrade",-1
"1334","degrading",-1
"1335","degradingly",-1
"1336","dehumanization",-1
"1337","dehumanize",-1
"1338","deign",-1
"1339","deject",-1
"1340","dejected",-1
"1341","dejectedly",-1
"1342","dejection",-1
"1343","delay",-1
"1344","delayed",-1
"1345","delaying",-1
"1346","delays",-1
"1347","delectable",1
"1348","delicacy",1
"1349","delicate",1
"1350","delicious",1
"1351","delight",1
"1352","delighted",1
"1353","delightful",1
"1354","delightfully",1
"1355","delightfulness",1
"1356","delinquency",-1
"1357","delinquent",-1
"1358","delirious",-1
"1359","delirium",-1
"1360","delude",-1
"1361","deluded",-1
"1362","deluge",-1
"1363","delusion",-1
"1364","delusional",-1
"1365","delusions",-1
"1366","demean",-1
"1367","demeaning",-1
"1368","demise",-1
"1369","demolish",-1
"1370","demolisher",-1
"1371","demon",-1
"1372","demonic",-1
"1373","demonize",-1
